#Command,#Description,#Syntax,#Example,#Help
scp#linkhttps://www.tutorialspoint.com/unix_commands/scp.htm, Secure copy (Remote file copy program), scp [-12346BCpqrv] [-c cipher] [-F ssh_config] [-i identity_file] [-l limit] [-o ssh_option] [-P port] [-S program] [[user@]host1:]file1 ... [[user@]host2:]file2, scp -pr Learnings/ vagrant@localhost:/vagrant/Ubhaychar/Scripts/, man scp 
